"Data1" "Data2" "Data3" "Data4" "Data5"
"1" 0.0924802139622051 1.05191724799806 1.05191724799806 1.05191724799806 0.821090772772684
"2" 0.660574747089917 0.475937726305868 0.475937726305868 0.475937726305868 1.14056548605648
"3" 0.6411757280744 0.0896156601682343 0.0896156601682343 0.0896156601682343 0.894490638923688
"4" 0.66220038478862 0.318778365065525 0.318778365065525 0.318778365065525 1.1660460363893
"5" 1.10509081753954 0.89464402033538 0.89464402033538 0.89464402033538 0.437925735227397
"6" 0.688036258374942 0.360566599049551 0.360566599049551 0.360566599049551 0.138399476310962
"7" 0.0074043111006384 0.437965512264499 0.437965512264499 0.437965512264499 0.291096964577633
"8" 0.19925794031667 0.0870759406725802 0.0870759406725802 0.0870759406725802 0.503520749602625
"9" 0.72869225294138 1.37782278004022 1.37782278004022 1.37782278004022 0.83317336491254
"10" 0.510002965273682 1.45939271895773 1.45939271895773 1.45939271895773 1.46489081309878
"11" 0.773988878176378 0.376474976277089 0.376474976277089 0.376474976277089 0.0271960198277663
"12" 0.550562292964162 1.12075509656837 1.12075509656837 1.12075509656837 0.125987767611812
"13" 0.248009145926786 0.0504810649360517 0.0504810649360517 0.0504810649360517 0.84753794201226
"14" 1.2636790129592 0.758060198216883 0.758060198216883 0.758060198216883 0.000883369856272189
"15" 0.257594426260999 0.765585453432353 0.765585453432353 0.765585453432353 0.362282167083985
"16" 1.05116508458453 0.279608102556264 0.279608102556264 0.279608102556264 0.445191059557435
"17" 0.251489320129578 0.68527100437217 0.68527100437217 0.68527100437217 0.358873577455621
"18" 0.232291537625848 0.689468213411882 0.689468213411882 0.689468213411882 0.374953217904744
"19" 0.156723173501761 0.482841416046835 0.482841416046835 0.482841416046835 0.149697257778063
"20" 0.198950216904627 1.09362743836641 1.09362743836641 1.09362743836641 1.34444243404549
"21" 0.282318703832751 0.119825275416276 0.119825275416276 0.119825275416276 0.434617420914555
"22" 0.268079923345308 0.396473429950377 0.396473429950377 0.396473429950377 0.292820707814903
"23" 0.131884797919367 0.169559296673036 0.169559296673036 0.169559296673036 1.38630255182987
"24" 0.0315645836007729 1.42902507373253 1.42902507373253 1.42902507373253 0.797666567005201
"25" 0.186303993435441 0.48535605269661 0.48535605269661 0.48535605269661 0.69459970468144
"26" 0.99352164203183 0.343776253554077 0.343776253554077 0.343776253554077 0.360748935224601
"27" 0.524922129243719 1.0807020897781 1.0807020897781 1.0807020897781 0.782366415461942
"28" 1.2398429922926 0.775353581077973 0.775353581077973 0.775353581077973 0.549327648365666
"29" 1.03802595489838 0.325635266281956 0.325635266281956 0.325635266281956 0.193506500707071
"30" 0.0362051032828851 0.342831310810115 0.342831310810115 0.342831310810115 0.472307570194558
"31" 0.43745701056365 0.161305782353337 0.161305782353337 0.161305782353337 0.957277721887316
"32" 0.23069137372394 0.936222861850862 0.936222861850862 0.936222861850862 0.0046624611912385
"33" 0.270091885009242 0.00266309229105158 0.00266309229105158 0.00266309229105158 0.157622861587502
"34" 0.501059149597709 1.28475933984411 1.28475933984411 1.28475933984411 0.75437593737484
"35" 0.151623422081651 0.767011947771783 0.767011947771783 0.767011947771783 0.339007270834216
"36" 0.892001139275479 0.218598321057323 0.218598321057323 0.218598321057323 0.329804910944471
"37" 0.1700098942147 0.727647142974726 0.727647142974726 0.727647142974726 1.12374720157417
"38" 0.224471360424275 0.462700399739251 0.462700399739251 0.462700399739251 1.21204022663223
"39" 1.47303698575158 0.564545890810278 0.564545890810278 0.564545890810278 0.653269997157873
"40" 0.986733806157616 0.270944592348384 0.270944592348384 0.270944592348384 0.109954534760413
"41" 0.561887678262587 1.27846898467754 1.27846898467754 1.27846898467754 0.935632505241932
"42" 0.697503452922012 0.226678995016536 0.226678995016536 0.226678995016536 0.405612546709938
"43" 0.277397671336195 0.421973915180041 0.421973915180041 0.421973915180041 1.2742922140132
"44" 0.659852802857335 0.797947665148287 0.797947665148287 0.797947665148287 0.918065656495932
"45" 0.295967641325394 1.20888619043347 1.20888619043347 1.20888619043347 0.225319076733646
"46" 0.494274512900929 0.508544676885287 0.508544676885287 0.508544676885287 0.287081933364433
"47" 0.746578162338469 0.492399800604613 0.492399800604613 0.492399800604613 0.0478925594627561
